Stars & Stripes National #2,,
4 Balance Bike    Total Riders = 11    Groups = 2,,
,,
3 Balance Bike    Total Riders = 11    Groups = 2,,
,,
1-2 Balance Bike    Total Riders = 2    Groups = 1,,
,,
A Pro    Total Riders = 22    Groups = 12,,
,1,"IZAAC KENNEDY, BRISBANE, QLD"
,2,"JYE HOMBSCH, THORNLANDS, QLD"
,3,"COLE TESAR, THRODWN, HUNTERSVILLE, NC"
,4,"LAYNE GAINER, GORDY'S BICYCLES, MESA, AZ"
,5,"MENARDO SIMON, FACTORY YESS, PHILADELPHIA, PA"
,6,"OLIJUWON DAVIS, SPEEDPEDDLERS, ST CHARLES, IL"
,7,"ALEC BOB, FACTORY FREE AGENT-BOX, PLANO, TX"
,8,"CAMERON (DIRT DEVIL) MOORE, FACTORY YESS, CHAPEL HILL, NC"
,,
Vet Pro    Total Riders = 8    Groups = 1,,
,1,"CRISTIAN BECERINE, THRODWN, COSTA MESA, CA"
,2,"JASON RICHARDSON, GT, CARLSBAD, CA"
,3,"(ROCKY)LUCIANO CORREA ROQUE, DX TRIM, ORLANDO, FL"
,4,"JOSH LEKAUNAS, STR SPIN TEC RACING, DELRAY BEACH, FL"
,5,"TOM TRUXELL, VERONA, PA"
,6,"JAVIER LARREA, COLUMBUS, OH"
,7,"CHRIS BRYAN, POWERS BIKE SHOP TEAM, WEST NEWTON, PA"
,8,"MATTHEW SILVIA, VERNON, CT"
,,
Women Elite    Total Riders = 11    Groups = 6,,
,1,"SOPHIA FORESTA, GT, SOUTH JORDAN, UT"
,2,"ZOE FLEMING, HARO/PROMAX, AUCKLAND"
,3,"KEELY KORTMAN, FACTORY ALPHA, TUSTIN, CA"
,4,"ALAINA HENDERSON, HARO/PROMAX, RUBY, NY"
,5,"RACHEL MYDOCK, GLENDALE, AZ"
,6,"HEATHER COLLMAN, FACTORY YESS, ROCKTON, IL"
,7,"JAMIE WINDHOLZ, THRODWN, CENTERVIEW, MO"
,8,"SAMANTHA BROWN, DANS, CROWN POINT, IN"
,,
Men Elite    Total Riders = 13    Groups = 6,,
,1,"CORBEN SHARRAH, TUCSON, AZ"
,2,"CONNOR FIELDS, HENDERSON, NV"
,3,"TANNER SEBESTA, FACTORY GOLD'S GYM, BUDA, TX"
,4,"KENNETH GUSTAFSON, DOUBLECROSS, PARKER, CO"
,5,"KAI SAKAKIBARA, HELENSBURGH, ACT"
,6,"ALFREDO CAMPO, MURRIETA, CA"
,7,"TRENT JONES, CHRISTCHURCH"
,8,"ZACK VANKAMMEN, FACTORY CRUPI/REMAX, LAKE ELSINORE, CA"
,,
6 & Under Mixed Open    Total Riders = 14    Groups = 2,,
,1,"ISABELLA STEVENS, MAD/NOWEAR, NEENAH, WI"
,2,"ABIGAIL STEVENS, MAD/NOWEAR, NEENAH, WI"
,3,"RICKY BOUDREAUX, ZOMBIELAND - BLACK CROWN, PASADENA, MD"
,4,"RYAN MARKLEY, BIKEPARTS.COM, FRANKTOWN, CO"
,5,"NATHANIEL OSWALD, HOLE SHOT BLACK CROWN, BOYERTOWN, PA"
,6,"DECLAN SIMS, CAMP 3/WEST NEWTON BIKE SHOP, TRAFFORD, PA"
,7,"JACOB GREENWELL, BUDDY LEE RACING, MECHANICSVILLE, MD"
,8,"CHASE BURIAN, VELOCITY BIKE CO, BOZEMAN, MT"
,,
7-8 Mixed Open    Total Riders = 8    Groups = 1,,
,1,"BREEANNE VAUGHAN, FACTORY BOMBSHELL/AVENT, WALNUT, CA"
,2,"WILLIAM EDMONDS, GLEN HEAD, NY"
,3,"KATE CLARRIDGE, GATENINE DESIGNS, MARYSVILLE, OH"
,4,"ANTHONY MUSCATO, STYLIN, TONAWANDA, NY"
,5,"(JUMPIN) ELI JONES, A&E RACING, SIDNEY, OH"
,6,"MARSHALL MILLER, INT. BMX MINISTRIES, UNION, KY"
,7,"CHARLOTTE HECKENDORF, FACTORY STAATS/ELITECAMP, MONTICELLO, MN"
,,
9-10 Mixed Open    Total Riders = 7    Groups = 1,,
,1,"DANICA ANDERSON, LANCASTER, CA"
,2,"EMMA MARTIN, GONZ STRONG, ELKRIDGE, MD"
,3,"JONATHAN MANNS, IRWIN, PA"
,4,"JULIANA BROWN, KID DYNAMITE NATIONAL, PASADENA, MD"
,5,"JAELYNN(DA BRAT) PEYTON, A&E RACING, SPRINGBORO, OH"
,6,"AUBREY(AIRTIME) PALMER, RIDING FORWARD/SSQUARED, FLORENCE, KY"
,,
11-12 Mixed Open    Total Riders = 8    Groups = 1,,
,1,"MIA GIGLIUTO, NORTHEAST FACTORY, CLINTONDALE, NY"
,2,"AVA YOCKELSON, RIDE LIKE A GIRL, MOUNT AIRY, MD"
,3,"DALLAS GARDNER, ROCKET RACING, HENRICO, VA"
,4,"KOHA KAWAI, NOVI, MI"
,5,"GABRELLE ROSS, YESS TEAM, COLUMBUS, OH"
,6,"LEVI RILEY, CHAIN REACTION/CRBIKE.COM, ADDISON, NY"
,7,"JOSHUA MCCABE, BLUEGRASS DANS COMP/GHP/ANSWER, LOUISVILLE, KY"
,,
13-14 Mixed Open    Total Riders = 5    Groups = 1,,
,1,"JENNIFER (THE MACHINE) METTLER, BLOT OUT GRAPHICS, CHANHASSEN, MN"
,2,"PIPER YOCKELSON, RIDE LIKE A GIRL, MOUNT AIRY, MD"
,3,"MASON DAVIES, LANSING, MI"
,4,"TIFFANY HUBER, BLACKCROWN BMX, IJAMSVILLE, MD"
,,
21-25 Mixed Open    Total Riders = 4    Groups = 1,,
,1,"STEPHANI MORIN, THRODWN, BEACH PARK, IL"
,2,"JORDAN SMITH, STYLIN, CORTLAND, NY"
,3,"JACOB SMITH, STYLIN, CORTLAND, NY"
,,
31 & Over Mixed Open    Total Riders = 3    Groups = 1,,
,1,"MIKE WONG, FTB BMX, LEWISVILLE, NC"
,2,"VIRGINIA LINGHAM, MIDLOTHIAN, VA"
,3,"MICHAEL WOHRLE, DAMAGE INC, LENSDALE, PA"
,,
7-8 Open    Total Riders = 8    Groups = 1,,
,1,"REID PORTER, HARO/PROMAX, LONGMONT, CO"
,2,"GAVIN MENDITTO, KID DYNAMITE FACTORY, MARLTON, NJ"
,3,"JAXSON SHIMKO, BLACK CROWN BIKE SHOP, PITTSBURGH, PA"
