Gator National Prerace,,
3 Balance Bike    Total Riders = 3    Groups = 1,,
,1,"MATIAS MENDEZ, MIAMI, FL"
,1,"MOLLY BERGMAN, LAKE MILLS, WI"
,1,"COLTON MAYO, LAKE CITY, FL"
,,
1-2 Balance Bike    Total Riders = 2    Groups = 1,,
,1,"CARTER PATRICK, HORSEHEADS, NY"
,1,"CHLOE ANN LAGRAPPE, BEAUMONT, TX"
,,
SuperX Men    Total Riders = 16    Groups = 6,,
,1,"RICO BEARMAN, SPEEDCO/AVIAN, AUCKLAND"
,2,"COLE ZUFELT, C-YAA, TRENTON, ON"
,3,"(THE DREAM TAKER)ZACH  JACOBS, MT JULIET, TN"
,4,"WESTON MEURLOT, GT FACTORY, NEW SMYRNA BEACH, FL"
,5,"ZYQION SOEKANDAR, SAVANETA"
,6,"PATRICK COO, RACEFAST, BELLFLOWER, CA"
,7,"ZEPHIN MANN, CLAYBORN, EVANS, GA"
,8,"RILEY GRAHAM, FACTORY GOLDS GYM, MAGNOLIA, TX"
,,
A Pro    Total Riders = 25    Groups = 12,,
,1,"JAYCE CUNNING, SPEEDCO/AVIAN, BARINGA, QLD"
,2,"ROGERIO DOS REIS, ORLANDO, FL"
,3,"THOMAS ZULA, DAYTON, OH"
,4,"ANTHONY BUCARDO, ALPHA, CANYON COUNTRY, CA"
,5,"JAIME QUINTANILLA, SANTA CRUZ"
,6,"MAKIEVA HOPSON, SUPERCROSS BMX, NORTH LAS VEGAS, NV"
,7,"KEVIN SCHUNCK, 1"
,8,"MENARDO SIMON, PHILADELPHIA, PA"
,,
Vet Pro    Total Riders = 19    Groups = 9,,
,1,"TYLER BROWN, 316 RACING DK BICYCLES, CHULA VISTA, CA"
,2,"LUCIANO CORREA ROQUE, ORLANDO, FL"
,3,"JAVIER MORALES, SPAIN, MIAMI, FL"
,4,"MARIVAN MENDES, POWER CYCLES, ORLANDO, FL"
,5,"CHRISTIAN RICKS, WIAWIS/LSG, BAKERSFIELD, CA"
,6,"JOSH SMITH, DK BIKES/CORSA RACEWEAR, SPRINGBORO, OH"
,7,"CARLOS MANRIQUE-MONTESINOS, MIAMI, FL"
,8,"MIGUEL CASTRO, ALLTOW WRECKING CREW/YES, ORLANDO, FL"
,,
Women Junior    Total Riders = 9    Groups = 6,,
,1,"EMILY HAYES, POWERLITE-DANSCOMP-DFR, COLORADO SPRINGS, CO"
,2,"CARLY KANE, DK BICYCLES, GUILFORD, IN"
,3,"MCKENZIE GAYHEART, FACTORY FULL TILT/RADIO, FORT WHITE, FL"
,4,"DALENY VAUGHN, REDMAN/WICKED AUDIO, TUCSON, AZ"
,5,"MOLLY SIMPSON, DAYLIGHT CYCLES, RED DEER, AB"
,6,"LEXIS COLBY, GORDY'S BICYCLES, WITTMANN, AZ"
,7,"NATALEE DAUGHERTY, FREE AGENT, PLANO, TX"
,8,"ASHLEY HAYES, POWERLITE-DANSCOMP-DFR, COLORADO SPRINGS, CO"
,,
Women Elite    Total Riders = 10    Groups = 6,,
,1,"ALISE WILLOUGHBY, PROMAX/GW/KLEAN/TLD, CHULA VISTA, CA"
,2,"LAUREN REYNOLDS, FACTORY ANSWER, CHULA VISTA, CA"
,3,"DREW MECHIELSEN, LANGLEY, BC"
,4,"FELICIA STANCIL, SUPERCROSS BMX, INDIANAPOLIS, IN"
,5,"DANI GEORGE, THRODWN, PALMDALE, CA"
,6,"SHEALEN RENO, PRO START DRIVEN CYCLING, ARLINGTON, TX"
,7,"DAINA TUCHSCHERER, CHESTERMERE, AB"
,8,"SOPHIA FORESTA, GT BMX, SOUTH JORDAN, UT"
,,
Men Junior    Total Riders = 13    Groups = 6,,
,1,"CAMERON WOOD, ALPHA, AVONDALE, AZ"
,2,"TOMAS CORREA, ORLANDO, FL"
,3,"VINCENTE GARCIA PINTO, SAU PAULO, SP"
,4,"CAMERON BRAMER, WIAWIS/LSG, SOUTH PARK, PA"
,5,"PASCAL BRENZEL, GOMARINGEN"
,F,"RYAN MARTIN, BIRMINGHAM"
,F,"IAGO MACHADO, SAO LEOPOLDO, RS"
,F,"CAMRON MASON, HUNTERSVILLE, NC"
,,
Men Elite    Total Riders = 34    Groups = 15,,
,1,"DAVID GRAF, BERN"
,2,"JORIS DAUDET, CORONA, CA"
,3,"SYLVAIN ANDRE, WIAWIS/LSG, LYON"
,4,"CORBEN SHARRAH, TUCSON, AZ"
,5,"SIMON MARQUART, BERN"
,6,"ANDERSON DE SOUZA FILHO, SPEED CO /AVENT/PROFILE, WINDERMERE, FL"
,7,"ALEX TOUGAS, PITT MEADOWS, BC"
,8,"RENAUD BLANC, GENEVA"
,,
10 & Under Girls Cruiser    Total Riders = 4    Groups = 1,,
,1,"EMILIA CARRASCO, LAS CONDES BMX, REPUBLIC OF CHILE"
,2,"LILY HINTON, POWERLITE-DANSCOMP-DFR, BROOKFIELD, IL"
,3,"COURTNEY PERRYE, CONNEAUTVILLE, PA"
,,
11-12 Girls Cruiser    Total Riders = 3    Groups = 1,,
,1,"ALLISON LAUGHLIN, HORSEHEADS, NY"
,2,"OLIVE HINTON, POWERLITE-DANSCOMP-DFR, BROOKFIELD, IL"
,3,"RILEY PENNUCCI, ALBES ZOLLIPOPS, BLAIRSTOWN, NJ"
,,
41-45 Women Cruiser    Total Riders = 4    Groups = 1,,
,1,"MADILYN RAYNE MATIKO, HYPER BODYARMOR, FAIRLESS HILLS, PA"
,2,"KELLY THEOLOGOU, C-YAA, PLYMOUTH, MA"
,3,"XYLIA RODRIGUEZ, ROCKET RACING, GLEN ALLEN, VA"
,,
7 & Under Cruiser    Total Riders = 6    Groups = 1,,
,1,"KNOX PERKINS, MOTO MILITIA, MIDVALE, UT"
,2,"KILIAN SANTOS, WIKID RACING, LANCASTER, PA"
,3,"BRADY HAMER, PICKLE JUICE, MIDLOTHIAN, TX"
,4,"JACOB ""U KNOW"" GREENWELL, BLACK CROWN BIKE SHOP, MECHANICSVILLE, MD"
,5,"CLYDE SANTOS, WIKID RACIN, LANCASTER, PA"
,,
8 Cruiser    Total Riders = 5    Groups = 1,,
,1,"RYO BOISVERT, FACTORY RACE INC., TOKYO"
,2,"ESPEN WILKE, RACER ARMY, OCONOMOWOC, WI"
,3,"DYLAN DOHM, KAOS BMX, BILOXI, MS"
,4,"LUCAS BRAGG, STYLIN, HAUPPAUGE, NY"
,,
11 Cruiser    Total Riders = 3    Groups = 1,,
,1,"PIETRO BUHLER, PITRACK/STROKE/FGSTRAINI, DOIS IRMAOS, TO"
,2,"GAVIN BRADLEY, MOM AND DAD, DAYTON, OH"
,3,"EVAN DOUGLASS, BLACK CROWN, POWDER SPRINGS, GA"
,,
13 Cruiser    Total Riders = 5    Groups = 1,,
,1,"CONNOR PERRYE, CONNEAUTVILLE, PA"
,2,"SHANE JOHNSON, CYAA, HANSON, MA"
,3,"HUNTER EYE, TNT NATIONAL, EAST ATCHOGUE, NY"
,4,"ALEXANDER BOUER, HOWELL, NJ"
,,
14 Cruiser    Total Riders = 4    Groups = 1,,
,1,"FOSTER HENDERSON, BIRMINGHAM, AL"
,2,"AUSTIN ADAS, WHITE LAKE, MI"
,3,"JACOB RODRIGUEZ, ARVES JONES AUTOMOTIVE, EL PASO, TX"
,,
16 Cruiser    Total Riders = 4    Groups = 1,,
,1,"PRESTON EVANS, SIXES PIT BIKE SHOP, MARIETTA, GA"
,2,"NICKY SCHWARZ, VELOCITY, FUQUAY VARINA, NC"
,3,"CHARLIE MEYER, HAMPTON, VA"
,,
31-35 Cruiser    Total Riders = 5    Groups = 1,,
,1,"JUAN GOMEZ, LAURA MARTÍNEZ, HOWARD BEACH, NY"
,2,"EDSON BUHLER, PITRACK/STROKE/FGSTRAINI, DOIS IRMAOS, TO"
,3,"JOHN BIVINS, THROWDWN DEVO TEAM, GENOA CITY, WI"
,4,"THOMAS HOWELL, FREDERICKSBURG, VA"
,,
41-45 Cruiser    Total Riders = 8    Groups = 1,,
,1,"ADRI KOOLMAN, ORANJESTAD"
,2,"PABLO MEAVE, LA PAZ BMX"
,3,"RICK LEMIEUX, GATINEAU, QC"
,4,"LUC OUELLETTE, BERTHIERVILLE, QC"
,7,"GILBERTO DELEON JR, ROCKET RACING, GLEN ALLEN, VA"
,7,"GIORGIO PELLERANO, ORLANDO, FL"
,7,"ANDRE FERREIRA, LONDRINA, PR"
,,
51-55 Cruiser    Total Riders = 4    Groups = 1,,
,1,"MIKE LAYFIELD, FACTORY CYCLECRAFT, OCEAN PINES, MD"
,2,"SCOTT ANGUS, JR BICYCLES.COM/SPEEDCO/AVIAN, MORENO VALLEY, CA"
,3,"MICHAEL BERGMAN, BULLSEYE CYCLE, WAUKESHA, WI"
,,
5 & Under Novice    Total Riders = 7    Groups = 1,,
,1,"KASH BRUNER, FAT BOY RACING, DALLAS, GA"
,2,"ELLIOT BERGMAN, BULLSEYE CYCLE, WAUKESHA, WI"
,3,"LIAM CANIDA, BULLIT PROOF/BOX, RIVERVIEW, FL"
,4,"JASE TALLEY, MEBANE, NC"
,5,"AMELIA DOWDY, GET-A-GRIP, STAFFORD, VA"
,6,"MASON SNEED, BAKERSFIELD, CA"
,,
7 Novice    Total Riders = 5    Groups = 1,,
,1,"ZAMIR KOEYERS VAN PUTTEN, WILLEMSTAD"
,2,"HUNTER ALPERT, NAPLES BMX, ESTERO, FL"
,3,"CORBAN FRENCH, OLDSMAR, FL"
,1,(Not Scored)
,,
8 Novice    Total Riders = 3    Groups = 1,,
,1,"TRIP HYNDMAN, PORT ST LUCIE, FL"
,2,"AVERY EVELAND, P.A.K. BMX RACING, INDIANAPOLIS, IN"
,3,"CHRISTIAN LAFRATE, OLDSMAR, FL"
,,
9 Novice    Total Riders = 3    Groups = 1,,
,1,"DAVID BRYAN LIOTE, ORLANDO, FL"
,2,"GRAYSON GRANGER, BLACK CROWN SOUTH TEAM, DALLAS, GA"
,3,"SHELBY PEARCE, WINTER HAVEN, FL"
,,
12 Novice    Total Riders = 4    Groups = 1,,
,1,"ABIGAIL LA BREC, THRODWN DEVELOPMENT TEAM, APPLETON, WI"
,2,"AUBREY DOUGLASS, DAD AND MOM, POWDER SPRINGS, GA"
,3,"ROBYN STEWART, STYLIN, SMITHTOWN, NY"
,,
13 Novice    Total Riders = 3    Groups = 1,,
,1,"GABRIEL HOLGUIN, TAMPA, FL"
,2,"SKYLER YORK, OLDSMAR, FL"
,3,"ALEXANDER ZHUPA, CLEARWATER, FL"
,,
41-45 Novice    Total Riders = 5    Groups = 1,,
,1,"MARK SMITH, MCDONOUGH, GA"
