2019 Grand National,,
A Pro    Total Riders = 38    Groups = 15,,
,1,"JAYCE CUNNING, SPEEDCO/AVIAN, BARINGA, QLD"
,2,"ANTHONY BUCARDO, ALPHA, CANYON COUNTRY, CA"
,3,"TYLER KLUMPER, JR BICYCLES.COM/SPEEDCO/AVIAN, TARPON SPRINGS, FL"
,4,"ROGERIO (REIS) DOS REIS, CYPRESS FLOORING, ORLANDO, FL"
,5,"THOMAS ZULA, DK BICYCLES, DAYTON, OH"
,6,"MATEO MARASAS, LINDSEY WILSON COLLEGE, COLUMBIA, KY"
,7,"FLORIAN LEFEBVRE, NOLOGO/SPAD BMX, PARIS"
,8,"JUSTIN KNAPPER, FACTORY ANSWER, POTTSTOWN, PA"
,,
Vet Pro    Total Riders = 29    Groups = 12,,
,1,"EWERTON CARNEIRO, MURIAER, MG"
,2,"TYLER BROWN, 316 RACING DK BIKES, CHULA VISTA, CA"
,3,"JONATHAN SUAREZ, ALPHA, CORAL SPRINGS, FL"
,4,"JOSH SMITH, DK BICYCLES/CORSA, SPRINGBORO, OH"
,5,"MICKAEL LECANN, BC CRANGEURIER/IMPULSE GOODMAN, ARGONAY"
,6,"DYLAN SHANKS, NORTHWEST BMX/CORSA RACEWEAR, BEND, OR"
,7,"JUSTIN (MCSHITALK) MCLINTOCK, HINGE/NIGHT TRIPS, HUNTINGTON BEACH, CA"
,8,"JAMES CARTER, CLAYBORN/ANSWER FACTORY, GREENVILLE, WI"
,,
Women Junior    Total Riders = 8    Groups = 1,,
,1,"PAYTON (P-NUT) RIDENOUR, HARO, POTTSTOWN, PA"
,2,"ASHLEY HAYES, RIDE CO/V3 GATE/SUPERCROSS, COLORADO SPRINGS, CO"
,3,"MOLLY SIMPSON, DAYLIGHT CYCLES, RED DEER, AB"
,4,"CARLY KANE, DK BICYCLES, GUILFORD, IN"
,5,"DALENY VAUGHN, REDMAN / FLY, TUCSON, AZ"
,6,"NATALEE DAUGHERTY, FREE AGENT, MELISSA, TX"
,7,"VIOLET CEJALVO, SURREY, BC"
,8,"AKI SAKAI, DEUXROUES ELITE TEAM, OSAKA"
,,
Women Elite    Total Riders = 16    Groups = 6,,
,1,"ALISE WILLOUGHBY, FACTORY FULL TILT/RADIO, CHULA VISTA, CA"
,2,"ASHLEY VERHAGEN, FACTORY FULL TILT/RADIO, PHOENIX, AZ"
,3,"FELICIA STANCIL, SUPERCROSS BMX, INDIANAPOLIS, IN"
,4,"LAUREN REYNOLDS, FACTORY ANSWER, SAN DIEGO, CA"
,5,"BROOKE CRAIN, VISALIA, CA"
,6,"MIKAELA LIXANDRU, JR BICYCLES.COM/SPEEDCO/AVIAN, PHOENIX, AZ"
,7,"RACHEL MYDOCK, FACTORY REMIX, PHOENIX, AZ"
,8,"RACHEL JONES, FACTORY REMIX, CAMERON PARK, NSW"
,,
Men Junior    Total Riders = 26    Groups = 12,,
,1,"CAMERON WOOD, ALPHA, PEORIA, AZ"
,2,"GONZALO RENGEL, JR BICYCLES.COM/SPEEDCO/AVIAN, QUEVEDO"
,3,"BRAYDEN (THE BULLET) KEMPEL, ALPHA, RAMSEY, MN"
,4,"TOMAS CORREA , ORLANDO, FL"
,5,"SPENCER COLE, DK BICYCLES, PALM HARBOR, FL"
,6,"VINCENTE CESAR GARCIA PINTO, FLORIDA ANSWER SSQUARED, SAU PAULO, SP"
,7,"IAGO MACHADO, SAO LEOPOLDO, RS"
,8,"PATRICK COO, RACEFAST, BELLFLOWER, CA"
,,
Men Elite    Total Riders = 26    Groups = 12,,
,1,"CORBEN SHARRAH, DAYLIGHT CYCLES, TUCSON, AZ"
,2,"CONNOR FIELDS, CHASE BMX / ELEVN / IKON, HENDERSON, NV"
,3,"ROMAIN MAYET, PRIDE/NOLOGO, PARIS"
,4,"JEREMY RENCUREL, PERSAN"
,5,"JEFFERY UPSHAW, DAYTON, OH"
,6,"ROMAIN MAHIEU, LYON"
,7,"ALFREDO CAMPO, HUNTERSVILLE, NC"
,8,"NICHOLAS LONG, LAKESIDE, CA"
,,
6 & Under Mixed Open    Total Riders = 34    Groups = 6,,
,1,"MADDIE BAIRD, WIAWIS/LSG, HESPERIA, CA"
,2,"JOSHUA HARDIE, FAITH RACE USA, SPRING, TX"
,3,"RYDER (THE MACHINE) JOHNSON, JBR-JOHNSON'S BMX RACING, EUNICE, LA"
,4,"JASON DENEA, ORCHARD PARK, NY"
,5,"KESTON (SKITTLES) THORNGREN, MAX SPEED RACING, IDAHO FALLS, ID"
,6,"TYLER (FLASH) GUDELJ, MOM & DAD, PLACITAS, NM"
,7,"CALI KOPETSKIE, VELOCITY BIKE CO, BURLINGTON, NC"
,8,"CALEB GASSAWAY, AKRON, NY"
,,
7-8 Mixed Open    Total Riders = 56    Groups = 10,,
,1,"BROOKE (CRAZY BROOKE) WALSKI, CLAYBORN/ANSWER FACTORY, BAKERSFIELD, CA"
,2,"KENNEDY KNOPP, FACTORY FULL TILT/RADIO, SPOKANE VALLEY, WA"
,3,"RYLEN BAYLY, WIAWIS/LSG, THORTON, CO"
,4,"LEAH HOLMES, FACTORY REMIX, FERNLEY, NV"
,5,"DANICA APPENZELLER, DUKE CITY DEVELOPMENT, ALBUQUERQUE, NM"
,6,"CHASE BURIAN, ALPHA DEVELOPMENT, BOZEMAN, MT"
,7,"NOAH (NINJA) TENA, BOMBSHELL, BAKERSFIELD, CA"
,8,"LOGAN LEE, FACTORY ORCA BOMBSHELL, CALGARY, AB"
,,
9-10 Mixed Open    Total Riders = 57    Groups = 10,,
,1,"WYNTER GILL, S&M RACING, LAKE HAVASU CITY, AZ"
,2,"EMILEE WELLS, BICYCLE-X-CHANGE, WICHITA, KS"
,3,"DEACON LARSON, COLORADO SPRINGS, CO"
,4,"QUINN REILING, FACTORY ORCA BOMBSHELL, STRATHCONA COUNTY, AB"
,5,"CAMRYN (CRAZY LEGS) SEARFOSS, VELOCITY, NORWICH, NY"
,6,"ISABELLA LEIJA, JET RACING, FERNLEY, NV"
,7,"REAGAN RICE, CROSSROADS/RIVAL, PLAINFIELD, IN"
,8,"ASHTON PINNOY, FAITH RACE USA, SPRING, TX"
,,
11-12 Mixed Open    Total Riders = 52    Groups = 9,,
