Spring National Prerace,,
4 Balance Bike    Total Riders = 3    Groups = 1,,
,1,"DAVID NASH, LEADVILLE, CO"
,1,"REID SAMBERSON, ALBUQUERQUE, NM"
,1,"EZEKIEL ARVISO, ALBUQUERQUE, NM"
,,
3 Balance Bike    Total Riders = 3    Groups = 1,,
,1,"GUNNER FLORES, VELOCITY/HOMELABB BUILDERS, LAS CRUCES, NM"
,1,"HANNAH HAWKINSON, ALBUQUERQUE, NM"
,1,"COLTON CROUCH, PFLUGERVILLE, TX"
,,
1-2 Balance Bike    Total Riders = 3    Groups = 1,,
,1,"AUSTIN SAMBERSON, ALBUQUERQUE, NM"
,1,"TEMPERANCE MELTON, SOUTH JORDAN, UT"
,1,"SANTIAGO ARMIJO, ALBUQUERQUE, NM"
,,
A Pro    Total Riders = 13    Groups = 6,,
,1,"KYLE HILL, DK AUSTRIAL, ROBINA, QLD"
,2,"TOMAS FERNANDEZ, ALBUQUERQUE, NM"
,3,"TYLER FAORO, DANS/OPTIMUMNUTRITION, POMPANO BEACH, FL"
,4,"TYLER SMITH, THRODWN, DOUGLASVILLE, GA"
,5,"MONROE HUTTON, LANGLEY, BC"
,6,"JUSTIN RICHMOND, RIVAL RACING, COUNTRYSIDE, IL"
,7,"KALVIN DAVIS, SUPERCROSS/SPEEDLINE/FLY, ALBUQUERQUE, NM"
,8,"KEITH GRINE, SIMI VALLEY, CA"
,,
Vet Pro    Total Riders = 5    Groups = 1,,
,1,"KENTH FALLEN, RIO RANCHO, NM"
,2,"JUSTIN MCLINTOCK, HUNTINGTON BEACH, CA"
,3,"JASON CROUCH, PFLUGERVILLE, TX"
,4,"BRADEN ROMER, VELOCIOUS SPORT, GREENSBORO, NC"
,5,"CHRISTIAN RICKS, RACEFAST, BAKERSFIELD, CA"
,,
Women Junior    Total Riders = 5    Groups = 1,,
,1,"DALENY VAUGHN, REDMAN / WICKED AUDIO, TUCSON, AZ"
,2,"EMILY HAYES, POWERLITE-DANSCOMP-DFR, COLORADO SPRINGS, CO"
,3,"ASHLEY HAYES, POWERLITE-DANSCOMP-DFR, COLORADO SPRINGS, CO"
,4,"NATALEE DAUGHERTY, FREE AGENT, PLANO, TX"
,1,(Not Scored)
,,
Women Elite    Total Riders = 14    Groups = 6,,
,1,"ALISE WILLOUGHBY, PROMAX/GW/KLEAN/TLD, CHULA VISTA, CA"
,2,"FELICIA STANCIL, SUPERCROSS, INDIANAPOLIS, IN"
,3,"BROOKE CRAIN, VISALIA, CA"
,4,"LAUREN REYNOLDS, FACTORY ANSWER, CHULA VISTA, CA"
,5,"DANI GEORGE, THRODWN, PALMDALE, CA"
,6,"RACHEL MYDOCK, FACTORY REMIX, PHOENIX, AZ"
,7,"MIKALYN SHAW, ENGLEWOOD, CO"
,8,"AMANDA CARR, PUNTA GORDA, FL"
,,
Men Junior    Total Riders = 5    Groups = 1,,
,1,"JACK DAVIS, FACTORY SSQUARED, TAMWORTH, NSW"
,2,"CAMERON BRAMER, WIAWIS/LSG, SOUTH PARK, PA"
,3,"CAMERON WOOD, ALPHA, AVONDALE, AZ"
,4,"DARIAN TOUREENE, FUTURE CONCEPTS RACING, FORT COLLINS, CO"
,1,(Not Scored)
,,
Men Elite    Total Riders = 16    Groups = 6,,
,1,"JORIS DAUDET, CORONA, CA"
,2,"ANTHONY DEAN, CHULA VISTA, CA"
,3,"CORBEN SHARRAH, TUCSON, AZ"
,4,"JOSHUA MCLEAN, FACTORY FULL TILT/RADIO, HIGHLAND PARK, QLD"
,5,"JUSTIN POSEY, MONGOOSE/ANSWER BMX, CHANDLER, AZ"
,6,"ZACHARY VANKAMMEN, THRODWN, LAKE ELSINORE, CA"
,7,"KENNETH GUSTAFSON, RIDECO/FLY/ONYX, PARKER, CO"
,8,"MATT KRASEVSKIS, FACTORY FULL TILT/RADIO, FLINDERS VIEW, QLD"
,,
7 Challenge Boys    Total Riders = 9    Groups = 2,,
,1,"DREW WALZ, FLY RACING, BOISE, ID"
,2,"TURBO BROUGHTON, RAD DUDES, SMYRNA, GA"
,3,"COLE NOLTE, KEVINS PRO PAINT, PEORIA, AZ"
